query,predict,frequency
the,gym,35
because,it's,35
there,a,35
got,my,35
none,of,35
and,others,35
i,were,35
is,too,35
let's,go,35
for,two,35
the,current,35
the,list,35
i,heard,35
worth,it,35
beginning,of,35
house,and,35
of,love,35
like,an,35
called,the,35
oh,i,35
play,the,35
to,school,35
can,we,35
to,catch,35
there will,be,35
all the,way,35
can't wait,for,35
but i,am,35
a chance,to,35
in love,with,35
a number,of,35
had a,great,35
the only,one,35
check out,the,35
be in,the,35
in new,york,35
you for,the,35
thanks so,much,35
a good,day,35
seems,like,34
you,did,34
to,not,34
followed,by,34
turned,out,34
i,asked,34
that,were,34
more,about,34
so,hard,34
years,old,34
but,with,34
enjoy,the,34
a,problem,34
so,my,34
don't,you,34
me,but,34
can't,be,34
of,other,34
the,city's,34
the,st,34
as,my,34
home,to,34
you,make,34
year,the,34
the,issue,34
i,finally,34
you,not,34
bottom,of,34
can,tell,34
is,something,34
inside,the,34
before,he,34
getting,a,34
them,on,34
something,i,34
my,family,34
a,bunch,34
that,could,34
if,this,34
to,some,34
makes,it,34
at,your,34
to,speak,34
sometimes,i,34
bunch,of,34
oh,my,34
the,airport,34
the,west,34
meant,to,34
room,and,34
in,mind,34
until,i,34
than,that,34
as,far,34
the,words,34
for,free,34
get,on,34
are,very,34
i'm,sorry,34
a,statement,34
they,didn't,34
i,gotta,34
it's,going,34
mother's,day,34
to,and,34
omg,i,34
wait to,see,34
i think,the,34
in the,last,34
how are,you,34
want to,do,34
i hope,you,34
you don't,have,34
what are,you,34
going to be,a,34
or,if,33
a,word,33
other,than,33
children,and,33
i,came,33
i,actually,33
show,you,33
much,better,33
come,from,33
back,up,33
hang,out,33
start,of,33
that,had,33
up,from,33
feels,like,33
for,sure,33
but,what,33
get,me,33
that,time,33
put,on,33
but,now,33
you,with,33
not,all,33
school,and,33
our,lives,33
a,gift,33
result,of,33
that,i've,33
the,majority,33
really,is,33
me,is,33
we,must,33
not,too,33
home,in,33
hours,of,33
by,an,33
up,i,33
and,or,33
in,terms,33
man,i,33
the,business,33
take,on,33
at,that,33
aware,of,33
are,also,33
a,break,33
my,son,33
sure,i,33
now,you,33
the,computer,33
only,thing,33
for,people,33
where,are,33
or,two,33
was,like,33
the,scene,33
moment,when,33
to,wait,33
go,with,33
also,be,33
so,long,33
wonder,if,33
where,it,33
found,out,33
the,use,33
the,series,33
far,as,33
a,movie,33
free,to,33
he,told,33
ago,i,33
world,of,33
can,help,33
start,to,33
great,to,33
and,put,33
most,important,33
just,had,33
the,table,33
not,been,33
open,to,33
on,thursday,33
a,life,33
even,a,33
tired,of,33
great,time,33
the,late,33
the,price,33
if,a,33
tend,to,33
and,go,33
day,for,33
great,job,33
one,and,33
is,as,33
sure,you,33
way,you,33
friday,night,33
the,heat,33
begin,to,33
glad,to,33
access,to,33
us,a,33
for,many,33
says,the,33
what,did,33
in,san,33
what to,do,33
i would,have,33
to do,is,33
but it,was,33
in my,head,33
it has,been,33
i went,to,33
of the,first,33
supposed to,be,33
i think,that,33
all over,the,33
to go,back,33
of my,favorite,33
the idea,of,33
but i,don't,33
he said,the,33
out in,the,33
be a,good,33
thank you for,the,33
thank you so,much,33
out,what,32
know,about,32
out,my,32
give,up,32
in,time,32
we,went,32
this,and,32
fun,and,32
i,put,32
i,take,32
my,last,32
you,be,32
came,up,32
a,story,32
this,post,32
despite,the,32
there,for,32
my,wife,32
put,the,32
led,to,32
thing,that,32
you,but,32
the,high,32
her,husband,32
the,program,32
beyond,the,32
i,only,32
the,kitchen,32
the,side,32
in,there,32
be,used,32
two,weeks,32
use,it,32
everything,is,32
my,birthday,32
continues,to,32
me,how,32
the,average,32
it,means,32
go,out,32
the,kind,32
looking,to,32
day,the,32
morning,i,32
no,problem,32
attempt,to,32
give,a,32
said,a,32
us,the,32
like,me,32
be,happy,32
feel,that,32
keep,it,32
and,got,32
on,all,32
when,my,32
things,to,32
him,i,32
wife,and,32
still,have,32
again,i,32
only,to,32
he,wants,32
use,a,32
here,to,32
is,doing,32
and,also,32
now,a,32
her,own,32
his,life,32
sitting,in,32
the,phone,32
that,but,32
so,cute,32
us,for,32
a,happy,32
look,forward,32
a,home,32
we're,going,32
loss,of,32
years,in,32
they,just,32
as,part,32
in,chicago,32
on,for,32
is,out,32
be,one,32
an,awesome,32
stop,by,32
follow,back,32
it can,be,32
to do,the,32
the story,of,32
do you,have,32
went to,the,32
to keep,the,32
and i,think,32
wish i,could,32
in terms,of,32
you know,what,32
how do,you,32
up to,the,32
to be,able,32
up on,the,32
seem to,be,32
in the,city,32
look forward,to,32
will be,the,32
and i,was,32
as part,of,32
i don't want,to,32
i've,had,31
came,in,31
an,email,31
for,each,31
been,to,31
found,the,31
the,course,31
form,of,31
little,more,31
and,asked,31
the,plan,31
as,possible,31
from,your,31
because,you,31
around,and,31
very,much,31
it's,hard,31
two,days,31
the,body,31
a,member,31
the,early,31
after,he,31
from,her,31
for,about,31
now,but,31
a,black,31
the,days,31
it,took,31
to,believe,31
be,very,31
the,start,31
real,estate,31
few,months,31
the,media,31
very,good,31
good,and,31
that,when,31
on,its,31
and,don't,31
in,at,31
up,this,31
wanting,to,31
after,i,31
goes,to,31
call,it,31
asked,to,31
left,the,31
looked,like,31
back,from,31
exactly,what,31
think,we,31
would,make,31
is,great,31
what,would,31
outside,of,31
all,time,31
here,at,31
to,serve,31
to,figure,31
we,can't,31
can,go,31
to,raise,31
from,their,31
and,every,31
doesn't,mean,31
so,what,31
will,always,31
the,office,31
take,care,31
a,former,31
win,the,31
stay,tuned,31
to,p.m,31
back in,the,31
have been,a,31
a long,time,31
a few,days,31
thank you,to,31
for the,last,31
and i,am,31
will be,in,31
i'd like,to,31
a great,time,31
a way,to,31
one of the,most,31
to be able,to,31
i,cannot,30
i've,seen,30
the,woman,30
how,we,30
people,that,30
and,i'll,30
the,post,30
week,of,30
at,night,30
back,of,30
although,i,30
from,this,30
it,feels,30
of,money,30
the,bible,30
me,if,30
at,you,30
or,to,30
i've,got,30
charged,with,30
have,it,30
that,with,30
just,not,30
like,my,30
know,it's,30
people,with,30
years,i,30
life,of,30
you,must,30
ago,and,30
but,at,30
of,one,30
days,of,30
for,every,30
remember,that,30
happy,new,30
week,i,30
outside,the,30
the,general,30
could,get,30
good,at,30
i've,always,30
in,many,30
my,car,30
in,place,30
was,all,30
really,good,30
my,sister,30
of,him,30
and,me,30
the,report,30
to,enter,30
know,i'm,30
all,your,30
i'm,glad,30
he,and,30
a,picture,30
get,an,30
but,my,30
the,head,30
in,what,30
he,doesn't,30
fun,to,30
my,kids,30
it,from,30
of,some,30
at,our,30
other,people,30
we,live,30
comes,from,30
them,for,30
you,still,30
name,of,30
to,protect,30
her,and,30
in,case,30
they,also,30
go,home,30
everyone,who,30
have,that,30
thing,to,30
life,in,30
in,june,30
should,not,30
the,love,30
of,school,30
five,years,30
block,of,30
call,me,30
game,and,30
was,arrested,30
the same,thing,30
no matter,what,30
the bottom,of,30
in the,car,30
is in,the,30
every time,i,30
want to,get,30
i got,a,30
to talk,about,30
know how,to,30
to make,the,30
the beginning,of,30
to watch,the,30
thanks for,following,30
a,high,29
why,not,29
a,look,29
going,through,29
to,remember,29
and,new,29
state,and,29
about,minutes,29
in,town,29
happen,to,29
to,return,29
thought,that,29
if,that,29
told,her,29
looked,at,29
the,audience,29
my,little,29
at,some,29
earlier,this,29
just,about,29
so,this,29
well,the,29
a,result,29
parts,of,29
pretty,much,29
such,an,29
i,come,29
was,able,29
will,see,29
these,things,29
the,month,29
at,any,29
will,also,29
not,as,29
thinking,of,29
the,court,29
an,open,29
today,and,29
it,got,29
realize,that,29
were,all,29
interest,in,29
into,it,29
can,have,29
my,brother,29
difficult,to,29
closer,to,29
but,to,29
has,made,29
cost,of,29
back,at,29
it,too,29
the,war,29
to,improve,29
me,with,29
it's,my,29
name,is,29
excited,about,29
to,hit,29
about,their,29
and,everyone,29
the,department,29
to,those,29
me,when,29
always,a,29
including,a,29
not,for,29
to,other,29
off,a,29
i'm,on,29
that,our,29
makes,a,29
if,so,29
with,two,29
follow,the,29
on,tuesday,29
its,not,29
of,and,29
any,more,29
if,only,29
money,and,29
change,the,29
want,it,29
to,discuss,29
your,body,29
has,no,29
was,there,29
happy,easter,29
saturday,night,29
to,support,29
show,that,29
was,more,29
they,need,29
i've,never,29
cant,wait,29
that,for,29
super,bowl,29
help,you,29
keep,your,29
said,it's,29
day,is,29
rt,if,29
don't have,a,29
to see,what,29
away from,the,29
and i,don't,29
and of,course,29
was able,to,29
me in,the,29
and this,is,29
happy new,year,29
a fan,of,29
the only,thing,29
that it,is,29
to make,sure,29
a bunch,of,29
to get,my,29
do you,know,29
going to,do,29
of all,the,29
we want,to,29
going to,the,29
he was,a,29
but i,have,29
we're going,to,29
the new,york,29
it's going,to,29
going to,get,29
one of the,best,29
is one of,the,29
far,from,28
what,i'm,28
me,out,28
many,times,28
would,never,28
didn't,want,28
if,she,28
coming,back,28
was,only,28
the,community,28
she,could,28
you,find,28
days,i,28
that,of,28
sorry,for,28
to,explain,28
never,be,28
it,i'm,28
money,to,28
be,my,28
forced,to,28
your,friends,28
on,earth,28
them,with,28
are,looking,28
is,where,28
win,a,28
we,think,28
my,face,28
when,people,28
you,take,28
never,have,28
what,if,28
i,bought,28
them,as,28
i,needed,28
turns,out,28
felt,like,28
so,he,28
time,it,28
someone,else,28
case,of,28
this,day,28
for,new,28
is,such,28
the,key,28
of,water,28
a,message,28
good,thing,28
following,the,28
how,can,28
are,more,28
decision,to,28
has,an,28
yet,to,28
a,certain,28
the,need,28
the,evening,28
a,list,28
it,it's,28
enough,for,28
the,death,28
death,of,28
of,each,28
about,our,28
so,happy,28
than,you,28
it,or,28
me,what,28
the,bad,28
for,making,28
appreciate,the,28
the,bus,28
so,she,28
what,happens,28
i,learned,28
i,met,28
to,prove,28
it,we,28
made,in,28
we,go,28
we've,been,28
isn't,it,28
it,off,28
the,cost,28
by,my,28
next,day,28
or,is,28
of,three,28
says,it,28
headed,to,28
and,yet,28
do,in,28
ahead,of,28
the,opportunity,28
are,there,28
that,his,28
understand,the,28
forget,to,28
makes,the,28
it,right,28
the,grand,28
even,when,28
still,be,28
millions,of,28
taking,the,28
and,he's,28
the,largest,28
in,north,28
the,east,28
a,third,28
a,national,28
to,i,28
worry,about,28
the,company's,28
you,going,28
heading,to,28
my,twitter,28
rt,thanks,28
in the,way,28
it to,the,28
in a,few,28
a few,weeks,28
a member,of,28
a few,years,28
i know,that,28
when you,are,28
that you,can,28
thought it,was,28
to check,out,28
the use,of,28
in the,second,28
one of,them,28
is a,great,28
and in,the,28
as far,as,28
did you,know,28
take care,of,28
what,does,27
the,sky,27
in,general,27
god,is,27
is,our,27
his,father,27
back,i,27
leave,the,27
the,guys,27
my,daughter,27
the,situation,27
me,back,27
day,with,27
you,this,27
that,some,27
sure,that,27
could,do,27
i,forgot,27
which,we,27
can,take,27
get,that,27
my,name,27
read,it,27
wrong,with,27
the,men,27
the,lack,27
see,them,27
us,that,27
moved,to,27
be,found,27
history,of,27
not,on,27
for,any,27
difference,between,27
way,the,27
learn,about,27
about,your,27
to,drive,27
used,the,27
says,that,27
hope,that,27
weekend,i,27
my,house,27
and,over,27
and,making,27
the,world's,27
a,sense,27
last,day,27
it's,an,27
the,wall,27
to,love,27
depending,on,27
and,made,27
too,bad,27
other,side,27
at,her,27
the,light,27
to,pass,27
they,all,27
him,he,27
don't,miss,27
while,he,27
not,i,27
not,yet,27
the,race,27
don't,even,27
tell,us,27
i'll,have,27
is,i,27
so,glad,27
that,your,27
that,people,27
book,and,27
to,finish,27
i'd,be,27
in,bed,27
to,die,27
can,use,27
the,universe,27
his,name,27
everyone,is,27
an,interview,27
and,only,27
says,he,27
a,question,27
us,we,27
though,it,27
will,help,27
a,city,27
same,way,27
i,already,27
be,doing,27
a,total,27
in,on,27
having,to,27
hit,a,27
be,good,27
catch,up,27
ask,for,27
why,you,27
give,us,27
paid,for,27
you,up,27
to,vote,27
last,season,27
i,missed,27
the,giants,27
the,lakers,27
s,o,27
on the,way,27
i can,do,27
is the,only,27
we had,a,27
the back,of,27
i thought,i,27
in the,country,27
the lack,of,27
said he,was,27
i like,to,27
you can,do,27
a series,of,27
i don't,like,27
to work,with,27
is on,the,27
if i,had,27
i love,it,27
and i,will,27
have to,say,27
to talk,to,27
or at,least,27
just have,to,27
in the,next,27
to figure,out,27
don't know,what,27
in the,u.s,27
to all,the,27
the,fire,26
that,as,26
going,for,26
an,old,26
good,time,26
miss,the,26
the,face,26
what,will,26
is,well,26
not,like,26
the,results,26
is,up,26
and,happy,26
the,previous,26
are,my,26
next,month,26
was,pretty,26
the,title,26
an,excellent,26
the,left,26
about,me,26
inspired,by,26
are,only,26
was,always,26
is,making,26
days,and,26
night,in,26
to,any,26
will,find,26
the,recent,26
a,minute,26
which,will,26
in,those,26
on,them,26
by,and,26
when,your,26
responsible,for,26
saw,a,26
way,and,26
go,and,26
attention,to,26
a,night,26
room,for,26
together,and,26
one,for,26
pretty,sure,26
the,restaurant,26
love,for,26
we,hope,26
knew,that,26
year,of,26
it's,still,26
relationship,with,26
know,a,26
lot,more,26
season,and,26
is,looking,26
problem,is,26
the,winner,26
think,this,26
you,better,26
were,going,26
to,describe,26
many,years,26
to,prevent,26
everyone,else,26
as,for,26
this,has,26
role,in,26
just,be,26
know,who,26
saying,that,26
how,is,26
a,moment,26
out,how,26
guys,are,26
i'm,really,26
good,news,26
will,continue,26
unable,to,26
focused,on,26
my,body,26
does,that,26
those,of,26
was,i,26
all,but,26
a,perfect,26
my,parents,26
as,one,26
was,actually,26
years,the,26
response,to,26
given,the,26
your,heart,26
a,world,26
who,i,26
and,were,26
hard,work,26
did,a,26
very,very,26
in,may,26
is,never,26
only,the,26
it,if,26
does,the,26
your,head,26
the,store,26
and,give,26
is,when,26
you,didn't,26
be,that,26
get,into,26
the,highest,26
to,understand,26
this,game,26
can't,get,26
job,and,26
in,november,26
it,did,26
they,get,26
is,pretty,26
didn't,get,26
way,too,26
to,offer,26
one,another,26
to,in,26
getting,the,26
to,focus,26
that,doesn't,26
value,of,26
waiting,to,26
the,council,26
the,mayor,26
one,more,26
return,to,26
something,like,26
i,appreciate,26
i,try,26
me,you,26
to,reach,26
than,million,26
advantage,of,26
in,recent,26
so,proud,26
not,an,26
need,some,26
for,coming,26
im,not,26
the,playoffs,26
officials,said,26
love,u,26
your,welcome,26
that we,are,26
said in,a,26
a little,more,26
members of,the,26
to say,that,26
that there,is,26
and then,i,26
you are,a,26
look at,the,26
all of,you,26
for the,past,26
many of,the,26
the other,side,26
it should,be,26
is that,the,26
up with,a,26
that they,are,26
have to,go,26
do you,want,26
by the,way,26
the name,of,26
this is,what,26
have a,lot,26
in addition,to,26
more of,a,26
shout out,to,26
please follow,me,26
to go to,the,26
was one of,the,26
i,live,25
the,amount,25
use,to,25
onto,the,25
we,see,25
things,you,25
to,ensure,25
our,first,25
a,recent,25
doing,the,25
on,i,25
from,one,25
example,of,25
so,there,25
the,nation's,25
the,stage,25
from,you,25
she,got,25
and,again,25
be,with,25
the,girl,25
but,no,25
to,accept,25
was,looking,25
the,full,25
the,picture,25
managed,to,25
home,i,25
years,to,25
are,always,25
in,i,25
please,please,25
my,father,25
is,because,25
is,nothing,25
you,there,25
could,go,25
you,when,25
up,but,25
water,and,25
more,important,25
you,from,25
is,actually,25
this,world,25
early,in,25
but,just,25
any,time,25
don't,worry,25
it,now,25
the,crowd,25
i,agree,25
haven't,been,25
out,by,25
before,and,25
to,grow,25
the,league,25
so,in,25
which,are,25
this,will,25
will,go,25
or,in,25
to,another,25
wouldn't,be,25
make,them,25
the,rain,25
to,each,25
this,the,25
talked,about,25
no,doubt,25
and,why,25
first,and,25
make,up,25
without,the,25
more,i,25
time,is,25
as,of,25
done,with,25
hoping,to,25
be,here,25
don't,let,25
why,are,25
the,streets,25
the,river,25
have,time,25
you,never,25
not,being,25
god,for,25
very,well,25
on,tv,25
pieces,of,25
why,does,25
to,percent,25
you're,going,25
that,may,25
be,to,25
and,those,25
who,knows,25
other,things,25
i,use,25
buy,a,25
public,relations,25
year,in,25
world,and,25
on,some,25
play,in,25
said,this,25
had,it,25
tries,to,25
week,the,25
you'll,be,25
a,simple,25
i'm,looking,25
to,kill,25
after,his,25
ha,ha,25
to,begin,25
copy,of,25
we've,got,25
i,looked,25
see,this,25
might,not,25
know,when,25
not,at,25
been,so,25
take,place,25
get,you,25
in,part,25
who,you,25
times,in,25
should,go,25
this,afternoon,25
a,state,25
its,a,25
now,it's,25
the,blazers,25
you,rt,25
r,u,25
mothers,day,25
the way,to,25
in the,end,25
that i,had,25
have no,idea,25
for you,to,25
feel like,i,25
i would,like,25
to me,and,25
used to,be,25
if you,can,25
the start,of,25
a lot,more,25
and it,is,25
is a,good,25
as it,is,25
it in,the,25
at the,top,25
a piece,of,25
on the,ground,25
percent of,the,25
this is,my,25
but i,think,25
the next,day,25
to get,back,25
want to,go,25
is such,a,25
the same,way,25
we will,be,25
getting ready,for,25
any of,the,25
he said,i,25
more than,million,25
it as,a,25
the block,of,25
rt thanks,for,25
can't wait to,see,25
one of my,favorite,25
be,seen,24
in,these,24
found,in,24
cannot,be,24
dealing,with,24
bit,more,24
lived,in,24
and,found,24
there,but,24
the,age,24
the,decision,24
anyone,who,24
the,result,24
that,no,24
the,girls,24
and,many,24
you,or,24
sign,up,24
those,in,24
area,of,24
and,family,24
a,blog,24
now,is,24
there,in,24
to,which,24
that,much,24
failed,to,24
the,earth,24
happy,with,24
are,to,24
to,post,24
began,to,24
it,didn't,24
at,their,24
sure,the,24
he,wasn't,24
with,and,24
that,many,24
was,taken,24
variety,of,24
that,came,24
to,fight,24
stay,in,24
place,the,24
in,two,24
i,watched,24
one,point,24
anything,to,24
start,a,24
him,the,24
get,ready,24
yet,i,24
a,call,24
do,and,24
you've,got,24
in,so,24
also,have,24
that,night,24
night,at,24
anniversary,of,24
it's,also,24
to,mention,24
down,on,24
the,better,24
work,out,24
are,being,24
would,go,24
she,just,24
of,two,24
this,blog,24
get,there,24
said,of,24
good,one,24
left,to,24
is,he,24
back,the,24
thought,the,24
mom,and,24
in,january,24
the,window,24
at,times,24
doesn't,have,24
later,in,24
be,your,24
the,answer,24
see,my,24
it's,really,24
provide,a,24
care,for,24
at,an,24
the,library,24
just,for,24
all,is,24
comes,out,24
in,line,24
don't,need,24
to,break,24
the,lead,24
make,my,24
a,local,24
they,did,24
and,yes,24
a,difference,24
this,in,24
day,today,24
age,of,24
in,but,24
returned,to,24
son,of,24
work,is,24
comment,on,24
